S_INT_id	A_INT_content_id	S_BOL_available	A_INT_tab	C_INT_new_tab	A_INT_type	A_INT_across_server_group	S_ARR_server_groups	S_INT_trigger_type	S_STR_trigger_val	S_BOL_reopen	S_STR_open_day_limit	S_STR_trigger_rept	S_STR_forecast_before_start	S_STR_duration	S_STR_close_after_end	S_INT_special_type	S_STR_special_val	S_INT_level_condition	S_INT_level_val
1091001	910	0	0	0	9	0	[]	3	10d	0	0h	0h	0h	72h	0h	0	0	1	1
1091301	913	0	0	0	9	0	[]	3	8d	0	0h	168h	0h	48h	0h	0	0	1	1
1091401	914	0	0	0	9	0	[]	3	14d	0	0h	0h	0h	72h	0h	0	0	1	1
1091501	915	0	0	0	9	0	[]	3	15d	0	0h	0h	0h	72h	0h	0	0	1	1
1091601	916	0	0	0	9	0	[]	3	16d	0	0h	0h	0h	72h	0h	0	0	1	1
1091801	918	0	0	0	9	0	[]	3	18d	0	0h	0h	0h	72h	0h	0	0	1	1
1091901	919	0	0	0	9	0	[]	3	19d	0	0h	0h	0h	72h	0h	0	0	1	1
1092001	920	0	0	0	9	0	[]	3	20d	0	0h	0h	0h	72h	0h	0	0	1	1
1092101	921	0	0	0	9	0	[]	3	21d	0	0h	0h	0h	72h	0h	0	0	1	1
1092201	922	0	0	0	9	0	[]	3	22d	0	0h	0h	0h	72h	0h	0	0	1	1
1092301	923	0	0	0	9	0	[]	3	23d	0	0h	0h	0h	72h	0h	0	0	1	1
1092401	924	0	0	0	9	0	[]	3	24d	0	0h	0h	0h	72h	0h	0	0	1	1
1092501	925	0	0	0	9	0	[]	3	25d	0	0h	0h	0h	72h	0h	0	0	1	1
1092601	926	0	0	0	9	0	[]	3	26d	0	0h	0h	0h	72h	0h	0	0	1	1
1092701	927	0	0	0	9	0	[]	3	27d	0	0h	0h	0h	72h	0h	0	0	1	1
1095101	951	0	0	0	9	0	[]	3	28d	1	0h	42d	0h	72h	0h	0	0	1	1
1095201	952	0	0	0	9	0	[]	3	29d	1	0h	42d	0h	72h	0h	0	0	1	1
1095301	953	0	0	0	9	0	[]	3	30d	1	0h	42d	0h	72h	0h	0	0	1	1
1095401	954	0	0	0	9	0	[]	3	31d	1	0h	42d	0h	72h	0h	0	0	1	1
1095501	955	0	0	0	9	0	[]	3	32d	1	0h	42d	0h	72h	0h	0	0	1	1
1095601	956	0	0	0	9	0	[]	3	33d	1	0h	42d	0h	72h	0h	0	0	1	1
1095701	957	0	0	0	9	0	[]	3	34d	1	0h	42d	0h	72h	0h	0	0	1	1
1095801	958	0	0	0	9	0	[]	3	35d	1	0h	42d	0h	72h	0h	0	0	1	1
1095901	959	0	0	0	9	0	[]	3	36d	1	0h	42d	0h	72h	0h	0	0	1	1
1096001	960	0	0	0	9	0	[]	3	37d	1	0h	42d	0h	72h	0h	0	0	1	1
1096101	961	0	0	0	9	0	[]	3	38d	1	0h	42d	0h	72h	0h	0	0	1	1
1096201	962	0	0	0	9	0	[]	3	39d	1	0h	42d	0h	72h	0h	0	0	1	1
1096301	963	0	0	0	9	0	[]	3	40d	1	0h	42d	0h	72h	0h	0	0	1	1
1096401	964	0	0	0	9	0	[]	3	41d	1	0h	42d	0h	72h	0h	0	0	1	1
1096501	965	0	0	0	9	0	[]	3	42d	1	0h	42d	0h	72h	0h	0	0	1	1
1096601	966	0	0	0	9	0	[]	3	43d	1	0h	42d	0h	72h	0h	0	0	1	1
1096701	967	0	0	0	9	0	[]	3	44d	1	0h	42d	0h	72h	0h	0	0	1	1
1096801	968	0	0	0	9	0	[]	3	45d	1	0h	42d	0h	72h	0h	0	0	1	1
1096901	969	0	0	0	9	0	[]	3	46d	1	0h	42d	0h	72h	0h	0	0	1	1
1097001	970	0	0	0	9	0	[]	3	47d	1	0h	42d	0h	72h	0h	0	0	1	1
1097101	971	0	0	0	9	0	[]	3	48d	1	0h	42d	0h	72h	0h	0	0	1	1
1097201	972	0	0	0	9	0	[]	3	49d	1	0h	42d	0h	72h	0h	0	0	1	1
1097301	973	0	0	0	9	0	[]	3	50d	1	0h	42d	0h	72h	0h	0	0	1	1
1097401	974	0	0	0	9	0	[]	3	51d	1	0h	42d	0h	72h	0h	0	0	1	1
1097501	975	0	0	0	9	0	[]	3	52d	1	0h	42d	0h	72h	0h	0	0	1	1
1097601	976	0	0	0	9	0	[]	3	53d	1	0h	42d	0h	72h	0h	0	0	1	1
1097701	977	0	0	0	9	0	[]	3	54d	1	0h	42d	0h	72h	0h	0	0	1	1
1097801	978	0	0	0	9	0	[]	3	55d	1	0h	42d	0h	72h	0h	0	0	1	1
1097901	979	0	0	0	9	0	[]	3	56d	1	0h	42d	0h	72h	0h	0	0	1	1
1098001	980	0	0	0	9	0	[]	3	57d	1	0h	42d	0h	72h	0h	0	0	1	1
1098101	981	0	0	0	9	0	[]	3	58d	1	0h	42d	0h	72h	0h	0	0	1	1
1098201	982	0	0	0	9	0	[]	3	59d	1	0h	42d	0h	72h	0h	0	0	1	1
1098301	983	0	0	0	9	0	[]	3	60d	1	0h	42d	0h	72h	0h	0	0	1	1
1098401	984	0	0	0	9	0	[]	3	61d	1	0h	42d	0h	72h	0h	0	0	1	1
1098501	985	0	0	0	9	0	[]	3	62d	1	0h	42d	0h	72h	0h	0	0	1	1
1098601	986	0	0	0	9	0	[]	3	63d	1	0h	42d	0h	72h	0h	0	0	1	1
1098701	987	0	0	0	9	0	[]	3	64d	1	0h	42d	0h	72h	0h	0	0	1	1
1098801	988	0	0	0	9	0	[]	3	65d	1	0h	42d	0h	72h	0h	0	0	1	1
1098901	989	0	0	0	9	0	[]	3	66d	1	0h	42d	0h	72h	0h	0	0	1	1
1099001	990	0	0	0	9	0	[]	3	67d	1	0h	42d	0h	72h	0h	0	0	1	1
1099101	991	0	0	0	9	0	[]	3	68d	1	0h	42d	0h	72h	0h	0	0	1	1
1099201	992	0	0	0	9	0	[]	3	69d	1	0h	42d	0h	72h	0h	0	0	1	1
1000104	103	0	0	0	1	0	[]	2	28d	1	0h	672h	0h	144h	24h	0	0	0	1
1000105	104	0	0	0	1	0	[]	2	35d	1	0h	672h	0h	144h	24h	0	0	0	1
1000106	103	0	0	0	1	0	[]	2	14d	1	0h	672h	0h	144h	24h	0	0	0	1
1000107	104	0	0	0	1	0	[]	2	21d	1	0h	672h	0h	144h	24h	0	0	0	1
1000008	801	0	0	0	8	0	[]	1	2022-10-12 19:00:00	1	0h	7d	0h	7d	0h	0	0	1	1
1000102	103	0	0	0	1	0	[]	2	14d	1	0h	672h	0h	144h	24h	0	0	0	1
1000103	104	0	0	0	1	0	[]	2	21d	1	0h	672h	0h	144h	24h	0	0	0	1
21042701	103	0	0	0	1	0	[]	1	2021-04-28 00:00:00	0	0h	0h	0h	144h	24h	0	0	0	1
1000101	202	0	1	0	2	0	[]	3	7d	0	0h	0h	0h	7d	0h	0	0	0	1
1000112	203	0	1	0	2	0	[]	3	14d	0	0h	0h	0h	7d	0h	0	0	0	1
1000113	204	0	1	0	2	0	[]	3	21d	0	0h	0h	0h	7d	0h	0	0	0	1
1000114	205	0	1	0	2	0	[]	3	28d	1	0h	7d	0h	7d	0h	0	0	0	1
2911001	1001	0	4	0	29	0	[]	2	10d	0	0h	0h	0h	4d	0h	0	0	0	0
2921001	1001	0	4	0	29	0	[]	2	17d	0	0h	0h	0h	4d	0h	0	0	0	0
2931001	1001	0	4	0	29	0	[]	2	24d	0	0h	0h	0h	4d	0h	0	0	0	0
2941001	1001	0	4	0	29	0	[]	2	31d	0	0h	0h	0h	4d	0h	0	0	0	0
1001	1902	0	4	0	5	0	[]	1	2023-09-15 00:00:00	0	0h	0d	0h	7d	0h	0	0	1	1
1002	1300	0	0	0	9	0	[]	1	2023-09-15 00:00:00	0	0h	0d	0h	7d	0h	0	0	1	1
1003	1301	0	0	0	9	0	[]	1	2023-09-15 00:00:00	0	0h	0d	0h	7d	0h	0	0	1	1
1004	1302	0	0	0	9	0	[]	1	2023-09-15 00:00:00	0	0h	0d	0h	7d	0h	0	0	1	1
1005	1303	0	0	0	9	0	[]	1	2023-09-15 00:00:00	0	0h	0d	0h	7d	0h	0	0	1	1
1006	1304	0	0	0	9	0	[]	1	2023-09-15 00:00:00	0	0h	0d	0h	7d	0h	0	0	1	1
1007	1305	0	0	0	9	0	[]	1	2023-09-15 00:00:00	0	0h	0d	0h	7d	0h	0	0	1	1
3400001	800	0	4	0	58	0	[]	1	2024-06-01 00:00:00	1	28d	7d	0h	2d	0h	0	0	0	0
3400002	800	0	4	0	58	0	[]	3	6d	0	0h	0d	0h	3d	0h	0	0	0	0
1060101	601	0	4	0	5	0	[]	3	0h	0	0h	0	0h	3600d	0h	0	0	0	0
1060201	602	0	4	0	5	0	[]	3	0h	1	0h	7d	0h	168h	0h	0	0	0	0
1090102	993	0	0	0	9	0	[]	3	0d	0	0h	0h	0h	168h	0h	0	0	1	1
30000001	1004	0	0	0	18	0	[]	1	2023-08-04 00:00:00	0	0h	0h	0h	7d	0h	0	0	0	0
21053001	901	0	0	0	8	0	[]	1	2023-07-25 00:00:00	1	0h	1d	0h	1d	0h	0	0	1	1
31000001	1001	0	0	0	56	0	[]	3	0d	0	0h	0h	0h	7d	0h	5	2024-05-23 00:00:00	0	0
31000002	1002	0	0	0	56	0	[]	3	0d	0	0h	0h	0h	36000d	0h	0	0	0	0
1060302	603	0	4	0	5	0	[]	4	2021-01-25 00:00:00	1	0h	336h	0h	168h	0h	4	168h	0	0
1060402	604	0	4	0	5	0	[]	4	2021-01-18 00:00:00	1	0h	336h	0h	168h	0h	4	168h	0	0
1000007	501	0	4	0	6	0	[]	3	0h	0	0h	0h	0h	720h	0h	1	2024-06-20 00:00:00	0	0
1050201	502	0	4	0	6	0	[]	3	30d	0	0h	0h	0h	720h	0h	1	2024-06-20 00:00:00	0	0
21052001	801	1	4	0	8	0	[]	2	0d	0	0h	0h	0h	168h	0h	0	0	1	1
21052002	802	1	4	0	8	0	[]	2	7d	0	0h	0h	0h	168h	0h	0	0	1	1
21052003	803	1	4	0	8	0	[]	2	14d	0	0h	0h	0h	168h	0h	0	0	1	1
21052004	804	1	4	0	8	0	[]	2	21d	0	0h	0h	0h	168h	0h	0	0	1	1
21052005	805	1	4	0	8	0	[]	2	28d	0	0h	0h	0h	168h	0h	0	0	1	1
21052006	806	1	4	0	8	0	[]	2	35d	1	0h	7d	0h	168h	0h	0	0	1	1
3400101	1307	1	4	0	59	0	[]	1	2025-08-15 00:00:00	0	0h	0d	0h	7d	0h	6	2025-08-02 00:00:00	0	0
3400102	1308	1	4	0	9	0	[]	1	2025-08-15 00:00:00	0	0h	0d	0h	7d	0h	6	2025-08-02 00:00:00	0	0
3400103	1309	1	4	0	9	0	[]	1	2025-08-15 00:00:00	0	0h	0d	0h	7d	0h	6	2025-08-02 00:00:00	0	0
3400104	1317	1	4	0	59	0	[]	2	14d	0	0h	0d	0h	7d	0h	5	2025-08-02 00:00:00	0	0
3400105	1308	1	4	0	9	0	[]	2	14d	0	0h	0d	0h	7d	0h	5	2025-08-02 00:00:00	0	0
3400106	1309	1	4	0	9	0	[]	2	14d	0	0h	0d	0h	7d	0h	5	2025-08-02 00:00:00	0	0
1020001	1001	1	99	1	37	0	[]	4	2025-08-15 00:00:00	0	0h	0h	0h	8d	0h	6	2025-08-01 00:00:00	0	0
1020002	1001	1	99	1	3	0	[]	1	2025-08-15 00:00:00	0	0h	0d	0h	168h	24h	6	2025-08-01 00:00:00	0	0
1020003	1001	1	99	1	5	0	[]	1	2025-08-15 00:00:00	0	0h	0d	0h	168h	0h	6	2025-08-01 00:00:00	0	0
1020004	1001	1	99	1	18	0	[]	1	2025-08-15 00:00:00	0	0h	0h	0h	7d	0h	6	2025-08-01 00:00:00	0	0
1020005	1001	1	99	1	39	0	[]	1	2025-08-15 00:00:00	0	0h	0h	0h	7d	0h	6	2025-08-01 00:00:00	0	0
1020006	1001	1	99	1	52	0	[]	1	2025-08-15 00:00:00	0	0h	0h	0h	8d	0h	6	2025-08-01 00:00:00	0	0
1020007	15	1	99	1	53	0	[]	4	2025-08-15 00:00:00	0	0h	0h	0h	8d	0h	6	2025-08-01 00:00:00	0	0
1020011	2001	1	99	2	19	0	[]	1	2025-09-09 00:00:00	0	0h	0h	0h	5d	24h	6	2025-08-26 00:00:00	0	0
1020012	2001	1	99	2	3	0	[]	1	2025-09-09 00:00:00	0	0h	0d	0h	5d	24h	6	2025-08-26 00:00:00	0	0
1020013	22	1	99	2	53	0	[]	1	2025-09-09 00:00:00	0	0h	0d	0h	6d	0h	6	2025-08-26 00:00:00	0	0
1020014	2001	1	99	2	5	0	[]	1	2025-09-09 00:00:00	0	0h	0h	0h	5d	0h	6	2025-08-26 00:00:00	0	0
1020015	3001	1	99	2	18	0	[]	1	2025-09-09 00:00:00	0	0h	0h	0h	5d	0h	6	2025-08-26 00:00:00	0	0
1100013	5001	1	0	0	154	0	[]	1	2025-11-07 00:00:00	1	90d	14d	1d	3d	0d	0	0	0	1
1100021	5003	1	0	0	157	0	[]	11	10d	0	0d	0h	0d	4d	24h	0	0	0	1
1100022	5003	1	0	0	157	0	[]	11	18d	0	0d	0h	0d	4d	24h	0	0	0	1
1100023	5003	1	0	0	157	0	[]	11	25d	0	0d	0h	0d	4d	24h	0	0	0	1
1100024	5003	1	0	0	157	0	[]	11	31d	0	0d	0h	0d	182h	10h	0	0	0	1
1100121	5004	1	0	0	157	0	[]	11	4d	0	0d	0h	0d	7d	24h	0	0	0	1
1100122	5004	1	0	0	157	0	[]	11	18d	0	0d	0h	0d	7d	24h	0	0	0	1
1100123	5004	1	0	0	157	0	[]	11	32d	0	0d	0h	0d	7d	24h	0	0	0	1
1100031	5003	1	0	0	157	0	[]	11	10d	0	0d	0h	0d	5d	24h	0	0	0	1
1100032	5003	1	0	0	157	0	[]	11	17d	0	0d	0h	0d	5d	24h	0	0	0	1
1100033	5003	1	0	0	157	0	[]	11	24d	0	0d	0h	0d	5d	24h	0	0	0	1
1100034	5003	1	0	0	157	0	[]	11	31d	0	0d	0h	0d	182h	10h	0	0	0	1
1100221	5005	1	0	0	157	0	[]	11	4d	0	0d	0h	0d	7d	24h	0	0	0	1
1100222	5005	1	0	0	157	0	[]	11	18d	0	0d	0h	0d	7d	24h	0	0	0	1
1100223	5005	1	0	0	157	0	[]	11	32d	0	0d	0h	0d	7d	24h	0	0	0	1
1100041	5003	1	0	0	157	0	[]	11	10d	0	0d	0h	0d	5d	24h	0	0	0	1
1100042	5003	1	0	0	157	0	[]	11	17d	0	0d	0h	0d	5d	24h	0	0	0	1
1100043	5003	1	0	0	157	0	[]	11	24d	0	0d	0h	0d	5d	24h	0	0	0	1
1100044	5003	1	0	0	157	0	[]	11	31d	0	0d	0h	0d	182h	10h	0	0	0	1
3003002	20003	1	8	0	37	0	[]	3	7d	1	0h	7d	0h	7d	0h	0	0	0	0
3003003	20004	1	8	0	37	0	[]	3	7d	1	0h	7d	0h	7d	0h	0	0	0	0
2040001	116	1	0	0	79	0	[]	2	2d	0	0h	0h	0h	7d	24h	5	2025-08-18 00:00:00	0	0
1020021	1002	1	99	1	37	0	[]	4	2025-10-01 00:00:00	0	0h	0h	0h	8d	0h	6	2025-09-17 00:00:00	0	0
1020022	1002	1	99	1	3	0	[]	1	2025-10-01 00:00:00	0	0h	0d	0h	168h	24h	6	2025-09-17 00:00:00	0	0
1020023	1002	1	99	1	5	0	[]	1	2025-10-01 00:00:00	0	0h	0d	0h	168h	0h	6	2025-09-17 00:00:00	0	0
1020024	1002	1	99	1	18	0	[]	1	2025-10-01 00:00:00	0	0h	0h	0h	7d	0h	6	2025-09-17 00:00:00	0	0
1020025	1002	1	99	1	39	0	[]	1	2025-10-01 00:00:00	0	0h	0h	0h	7d	0h	6	2025-09-17 00:00:00	0	0
1020026	1002	1	99	1	42	0	[]	1	2025-10-01 00:00:00	0	0h	0h	0h	8d	24h	6	2025-09-17 00:00:00	0	0
1020027	15	1	99	1	53	0	[]	4	2025-10-01 00:00:00	0	0h	0h	0h	8d	0h	6	2025-09-17 00:00:00	0	0
1020028	15	1	99	1	53	0	[]	4	2025-10-01 00:00:00	0	0h	0h	0h	10d	0h	6	2025-09-17 00:00:00	0	0
1298001	120	1	0	0	82	0	[]	2	1d	0	0d	0d	0h	42d	0h	0	0	0	1
1020031	2001	1	99	2	19	0	[]	1	2025-10-17 00:00:00	0	0h	0h	0h	5d	24h	6	2025-10-03 00:00:00	0	0
1020032	2001	1	99	2	3	0	[]	1	2025-10-17 00:00:00	0	0h	0d	0h	5d	24h	6	2025-10-03 00:00:00	0	0
1020033	22	1	99	2	53	0	[]	1	2025-10-17 00:00:00	0	0h	0d	0h	6d	0h	6	2025-10-03 00:00:00	0	0
1020034	2001	1	99	2	5	0	[]	1	2025-10-17 00:00:00	0	0h	0h	0h	5d	0h	6	2025-10-03 00:00:00	0	0
1020035	3001	1	99	2	18	0	[]	1	2025-10-17 00:00:00	0	0h	0h	0h	5d	0h	6	2025-10-03 00:00:00	0	0
1020041	1001	1	99	1	52	0	[]	1	2025-10-31 00:00:00	0	0h	0h	0h	8d	0h	6	2025-10-17 00:00:00	0	0
1020042	15	1	99	1	53	0	[]	4	2025-10-31 00:00:00	0	0h	0h	0h	9d	0h	6	2025-10-17 00:00:00	0	0
1020043	1001	1	99	1	37	0	[]	4	2025-10-31 00:00:00	0	0h	0h	0h	8d	0h	6	2025-10-17 00:00:00	0	0
1020044	1001	1	99	1	3	0	[]	1	2025-10-31 00:00:00	0	0h	0d	0h	168h	24h	6	2025-10-17 00:00:00	0	0
1020045	1001	1	99	1	5	0	[]	1	2025-10-31 00:00:00	0	0h	0d	0h	168h	0h	6	2025-10-17 00:00:00	0	0
1020046	1001	1	99	1	39	0	[]	1	2025-10-31 00:00:00	0	0h	0h	0h	7d	0h	6	2025-10-17 00:00:00	0	0
1020047	1001	1	99	1	18	0	[]	1	2025-10-31 00:00:00	0	0h	0h	0h	7d	0h	6	2025-10-17 00:00:00	0	0
3003004	20005	1	8	0	37	0	[]	3	7d	1	0h	7d	0h	7d	0h	0	0	0	0
3003005	20006	1	8	0	37	0	[]	3	7d	1	0h	7d	0h	7d	0h	0	0	0	0
1020051	2001	1	99	2	31	0	[]	1	2025-11-15 00:00:00	0	0h	0h	0h	5d	0h	6	2025-11-01 00:00:00	0	0
1020052	2001	1	99	2	3	0	[]	1	2025-11-15 00:00:00	0	0h	0d	0h	5d	24h	6	2025-11-01 00:00:00	0	0
1020053	22	1	99	2	53	0	[]	1	2025-11-15 00:00:00	0	0h	0d	0h	6d	0h	6	2025-11-01 00:00:00	0	0
1020054	2001	1	99	2	5	0	[]	1	2025-11-15 00:00:00	0	0h	0h	0h	5d	0h	6	2025-11-01 00:00:00	0	0
1020055	3001	1	99	2	18	0	[]	1	2025-11-15 00:00:00	0	0h	0h	0h	5d	0h	6	2025-11-01 00:00:00	0	0
1200201	40001	1	9	0	110	0	[]	2	0d	0	0h	0h	0h	3d	0h	5	2025-12-10 00:00:00	0	0
1200202	40002	1	0	0	111	0	[]	2	0d	0	0h	0h	0h	30d	0h	5	2025-12-10 00:00:00	0	0
1200203	40002	1	0	0	111	0	[]	1	2025-12-10 00:00:00	0	0h	0h	0h	30d	0h	6	2025-12-10 00:00:00	0	0
1020061	1003	1	99	1	42	0	[]	1	2025-11-27 00:00:00	0	0h	0h	0h	8d	24h	6	2025-11-13 00:00:00	0	0
1020062	15	1	99	1	53	0	[]	4	2025-11-27 00:00:00	0	0h	0h	0h	9d	0h	6	2025-11-13 00:00:00	0	0
1020063	1003	1	99	1	37	0	[]	4	2025-11-27 00:00:00	0	0h	0h	0h	8d	0h	6	2025-11-13 00:00:00	0	0
1020064	1003	1	99	1	3	0	[]	1	2025-11-27 00:00:00	0	0h	0d	0h	168h	24h	6	2025-11-13 00:00:00	0	0
1020065	1003	1	99	1	5	0	[]	1	2025-11-27 00:00:00	0	0h	0d	0h	168h	0h	6	2025-11-13 00:00:00	0	0
1020066	1003	1	99	1	80	0	[]	1	2025-11-27 00:00:00	0	0h	0h	0h	7d	0h	6	2025-11-13 00:00:00	0	0
1020067	1003	1	99	1	18	0	[]	1	2025-11-27 00:00:00	0	0h	0h	0h	7d	0h	6	2025-11-13 00:00:00	0	0
2100001	9101	1	99	106	106	0	[]	12	6d	1	0d	7d	0h	6d	0h	7	2026-04-13 00:00:00	0	0
2100002	9101	1	99	106	107	0	[]	12	6d	1	0d	7d	0h	6d	24h	7	2026-04-13 00:00:00	0	0
2100003	9101	1	99	106	108	0	[]	12	6d	1	0d	7d	0h	6d	0h	7	2026-04-13 00:00:00	0	0
1020071	2001	1	99	2	104	0	[]	1	2025-12-11 00:00:00	0	0h	0h	0h	5d	24h	6	2025-11-27 00:00:00	0	0
1020072	2001	1	99	2	3	0	[]	1	2025-12-11 00:00:00	0	0h	0d	0h	5d	24h	6	2025-11-27 00:00:00	0	0
1020073	22	1	99	2	53	0	[]	1	2025-12-11 00:00:00	0	0h	0d	0h	6d	0h	6	2025-11-27 00:00:00	0	0
1020074	2001	1	99	2	5	0	[]	1	2025-12-11 00:00:00	0	0h	0h	0h	5d	0h	6	2025-11-27 00:00:00	0	0
1020075	3001	1	99	2	18	0	[]	1	2025-12-11 00:00:00	0	0h	0h	0h	5d	0h	6	2025-11-27 00:00:00	0	0
1020081	1003	1	99	1	42	0	[]	1	2025-12-25 00:00:00	0	0h	0h	0h	8d	24h	6	2025-12-11 00:00:00	0	0
1020082	15	1	99	1	53	0	[]	4	2025-12-25 00:00:00	0	0h	0h	0h	9d	0h	6	2025-12-11 00:00:00	0	0
1020083	1003	1	99	1	37	0	[]	4	2025-12-25 00:00:00	0	0h	0h	0h	8d	0h	6	2025-12-11 00:00:00	0	0
1020084	1003	1	99	1	3	0	[]	1	2025-12-25 00:00:00	0	0h	0d	0h	168h	24h	6	2025-12-11 00:00:00	0	0
1020085	1003	1	99	1	5	0	[]	1	2025-12-25 00:00:00	0	0h	0d	0h	168h	0h	6	2025-12-11 00:00:00	0	0
1020086	1003	1	99	1	80	0	[]	1	2025-12-25 00:00:00	0	0h	0h	0h	7d	0h	6	2025-12-11 00:00:00	0	0
1020087	1003	1	99	1	18	0	[]	1	2025-12-25 00:00:00	0	0h	0h	0h	7d	0h	6	2025-12-11 00:00:00	0	0
1020088	1004	1	99	3	37	0	[]	4	2025-12-29 00:00:00	0	0h	0h	0h	7d	0h	6	2025-12-15 00:00:00	0	0
1020089	30	1	99	4	53	0	[]	4	2026-01-06 00:00:00	0	0h	0h	0h	4d	0h	6	2025-12-23 00:00:00	0	0
1020091	2001	1	99	2	75	0	[]	1	2026-01-12 00:00:00	0	0h	0h	0h	7d	0h	6	2025-12-29 00:00:00	0	0
1020092	2001	1	99	2	3	0	[]	1	2026-01-12 00:00:00	0	0h	0d	0h	5d	24h	6	2025-12-29 00:00:00	0	0
1020093	22	1	99	2	53	0	[]	1	2026-01-12 00:00:00	0	0h	0d	0h	8d	0h	6	2025-12-29 00:00:00	0	0
1020094	2001	1	99	2	5	0	[]	1	2026-01-12 00:00:00	0	0h	0h	0h	5d	0h	6	2025-12-29 00:00:00	0	0
1020095	3001	1	99	2	18	0	[]	1	2026-01-12 00:00:00	0	0h	0h	0h	5d	0h	6	2025-12-29 00:00:00	0	0
1020101	1001	1	99	5	78	0	[]	4	2026-01-17 00:00:00	0	0h	0h	0h	5d	0h	6	2026-01-03 00:00:00	0	0
1020111	1004	1	99	1	77	0	[]	1	2026-01-22 00:00:00	0	0h	0h	0h	8d	24h	6	2026-01-08 00:00:00	0	0
1020112	15	1	99	1	53	0	[]	4	2026-01-22 00:00:00	0	0h	0h	0h	9d	0h	6	2026-01-08 00:00:00	0	0
1020113	1004	1	99	1	37	0	[]	4	2026-01-22 00:00:00	0	0h	0h	0h	8d	0h	6	2026-01-08 00:00:00	0	0
1020114	1004	1	99	1	3	0	[]	1	2026-01-22 00:00:00	0	0h	0d	0h	168h	24h	6	2026-01-08 00:00:00	0	0
1020115	1004	1	99	1	5	0	[]	1	2026-01-22 00:00:00	0	0h	0d	0h	168h	0h	6	2026-01-08 00:00:00	0	0
1020116	1004	1	99	1	80	0	[]	1	2026-01-22 00:00:00	0	0h	0h	0h	7d	0h	6	2026-01-08 00:00:00	0	0
1020117	1004	1	99	1	18	0	[]	1	2026-01-22 00:00:00	0	0h	0h	0h	7d	0h	6	2026-01-08 00:00:00	0	0
1020121	1003	1	99	1	122	1	[]	1	2026-02-12 00:00:00	0	0h	0h	0h	10d	24h	6	2026-01-29 00:00:00	0	0
1020122	15	1	99	1	53	0	[]	4	2026-02-12 00:00:00	0	0h	0h	0h	11d	0h	6	2026-01-29 00:00:00	0	0
1020123	1003	1	99	1	37	0	[]	4	2026-02-12 00:00:00	0	0h	0h	0h	10d	0h	6	2026-01-29 00:00:00	0	0
1020124	1003	1	99	1	3	0	[]	1	2026-02-12 00:00:00	0	0h	0d	0h	7d	24h	6	2026-01-29 00:00:00	0	0
1020125	1003	1	99	1	5	0	[]	1	2026-02-12 00:00:00	0	0h	0d	0h	10d	0h	6	2026-01-29 00:00:00	0	0
1020126	1003	1	99	1	80	0	[]	1	2026-02-12 00:00:00	0	0h	0h	0h	7d	0h	6	2026-01-29 00:00:00	0	0
1020127	1003	1	99	1	18	0	[]	1	2026-02-12 00:00:00	0	0h	0h	0h	7d	0h	6	2026-01-29 00:00:00	0	0
1020128	3001	1	99	1	104	1	[]	1	2026-02-16 00:00:00	0	0h	0h	0h	5d	24h	6	2026-01-29 00:00:00	0	0
1020129	3001	1	99	1	202	0	[]	1	2026-02-16 00:00:00	0	0h	0h	0h	4d	0h	6	2026-01-29 00:00:00	0	0
1020130	3003	1	99	1	120	1	[]	1	2026-02-12 00:00:00	0	0h	0h	0h	10d	0h	6	2026-01-29 00:00:00	0	0
1020131	3002	1	99	1	47	0	[]	1	2026-02-22 00:00:00	0	0h	0h	0h	2d	0h	6	2026-01-29 00:00:00	0	0
1020118	1001	1	99	5	78	0	[]	4	2026-02-03 00:00:00	0	0h	0h	0h	6d	0h	6	2026-01-20 00:00:00	0	0
1020132	1003	1	99	6	123	1	[]	1	2026-02-12 00:00:00	0	0h	0h	0h	10d	0h	6	2026-01-29 00:00:00	0	0
1020133	1003	1	99	0	112	0	[]	4	2026-02-12 00:00:00	0	0h	0h	0h	7d	0h	6	2026-01-29 00:00:00	0	0
1020134	1003	1	99	0	112	0	[]	4	2026-02-19 00:00:00	0	0h	0h	0h	7d	0h	6	2026-02-05 00:00:00	0	0
1020141	2001	1	99	2	31	2	[]	1	2026-02-27 00:00:00	0	0h	0h	0h	7d	0h	6	2026-02-13 00:00:00	0	0
1020142	2001	1	99	2	3	0	[]	1	2026-02-27 00:00:00	0	0h	0d	0h	6d	24h	6	2026-02-13 00:00:00	0	0
1020143	22	1	99	2	53	0	[]	1	2026-02-27 00:00:00	0	0h	0d	0h	8d	0h	6	2026-02-13 00:00:00	0	0
1020144	2001	1	99	2	5	0	[]	1	2026-02-27 00:00:00	0	0h	0h	0h	7d	0h	6	2026-02-13 00:00:00	0	0
1020145	3001	1	99	2	18	0	[]	1	2026-02-27 00:00:00	0	0h	0h	0h	6d	0h	6	2026-02-13 00:00:00	0	0
1020146	1001	1	99	5	78	0	[]	4	2026-03-08 00:00:00	0	0h	0h	0h	6d	0h	6	2026-02-22 00:00:00	0	0
1020147	3001	1	99	5	202	0	[]	1	2026-03-08 00:00:00	0	0h	0h	0h	5d	0h	6	2026-02-22 00:00:00	0	0
1020151	2001	1	99	2	104	3	[]	1	2026-03-14 00:00:00	0	0h	0h	0h	6d	24h	6	2026-02-28 00:00:00	0	0
